SUMMARY	{"objects_read":4961,"products":2651,"active_products":2600,"archived_or_other_products":51,"collections":130,"published_pages":20,"published_articles":170,"redirects":1973,"content_sources_scanned":320,"internal_link_occurrences":1537,"unique_internal_targets":290,"direct_valid_link_occurrences":1535,"links_through_redirect_occurrences":2,"links_through_redirect_unique_targets":1,"within_collection_product_links":0,"links_to_archived_products":0,"locale_prefixed_internal_links":0,"unknown_internal_link_occurrences":0,"redirect_chains":28,"redirect_loops":0,"redirects_with_unknown_final_target":16}
CONTENT_REDIRECT	collection	gid://shopify/Collection/347994947834	/collections/window-stickers-and-decals	/collections/50-price-discount	/collections/bird-safe-window-stickers
CONTENT_REDIRECT	collection	gid://shopify/Collection/672913883474	/collections/retail-window-decals	/collections/50-price-discount	/collections/bird-safe-window-stickers
REDIRECT_CHAIN	/in-this-house-we-do-second-chances-quote-vinyl-decal-stair-sticker-family-wall-decor-love-sayings-for-stairs-home-word-love-art-decals	/products/in-this-house-quote-stair-decals-stairs-15716	/products/in-this-house-family-quote-stair-vinyl-70173	2
REDIRECT_CHAIN	/products/motivational-gym-wall-decal-believe-in-yourself-fitness-workout-motivation-quote-sticker-sport-training-vinyl-decor-gym-stickers_1465805610_	/products/motivational-gym-wall-decal-believe-in-yourself	/products/motivational-gym-wall-decal-believe-in-05610	2
REDIRECT_CHAIN	/products/blue-and-orange-portal-aura-wall-stickers-transparent-oval-decals-with-vibrant-aura-effect-for-game-room-decor	/products/blue-and-orange-portal-aura-wall-stickers	/products/portal-aura-wall-decals	2
REDIRECT_CHAIN	/de-de/products/believe-in-yourself-stair-vinyl-sticker-self-motivation-love-home-wall-art-you-quote-decal-house-be-family-do-it-endurance-strong-sign	/products/believe-in-yourself-stair-vinyl-sticker-self-motivation-love-home-wall-art-you-quote-decal-house-be-family-do-it-endurance-strong-sign	/products/believe-in-yourself-stair-vinyl-sticker-28924	2
REDIRECT_CHAIN	/et-ee/products/in-this-house-quote-stair-decals-stairs-decal-quotes-vinyl-stickers-staircase-step-riser-sticker-stairway-sayings-family-for-home	/products/in-this-house-quote-stair-decals-stairs-decal-quotes-vinyl-stickers-staircase-step-riser-sticker-stairway-sayings-family-for-home	/products/in-this-house-family-quote-stair-vinyl-70173	2
REDIRECT_CHAIN	/et-ee/products/3d-rabbit-wall-decal-easter-bunny-kid-design-sticker-adhesive-decoration-decals-cute-kitchen-vinyl-toilet-nursery-decor-mural	/products/3d-rabbit-wall-decal-easter-bunny-kid-design-sticker-adhesive-decoration-decals-cute-kitchen-vinyl-toilet-nursery-decor-mural	/products/rabbit-wall-decal	2
REDIRECT_CHAIN	/es-es/products/3d-dinosaurus-art-animal-hole-in-wall-sticker-vinyl-decor-broken-illusion-peel-and-stick-decal-porthole-crack-print-diy-cracked-mural	/products/3d-dinosaurus-art-animal-hole-in-wall-sticker-vinyl-decor-broken-illusion-peel-and-stick-decal-porthole-crack-print-diy-cracked-mural	/products/dinosaur-wall-porthole-decal	2
REDIRECT_CHAIN	/es-es/products/3d-effect-blue-sea-wall-sticker-porthole-view-floor-art-decor-ocean-printed-vinyl-decal-stick-photo-water-gift-hole-mural	/products/3d-effect-blue-sea-wall-sticker-porthole-view-floor-art-decor-ocean-printed-vinyl-decal-stick-photo-water-gift-hole-mural	/products/blue-ocean-porthole-wall-decal	2
REDIRECT_CHAIN	/fr-fr/products/3d-tiger-sticker-tiger-porthole-decoration-wall-decal-for-bedroom-boy-room-optical-illusion-of-crack-the-peel-and-stick-kid-art	/products/3d-tiger-sticker-tiger-porthole-decoration-wall-decal-for-bedroom-boy-room-optical-illusion-of-crack-the-peel-and-stick-kid-art	/products/tiger-porthole-wall-decal	2
REDIRECT_CHAIN	/es-es/products/3d-rabbit-wall-decal-easter-bunny-kid-design-sticker-adhesive-decoration-decals-cute-kitchen-vinyl-toilet-nursery-decor-mural	/products/3d-rabbit-wall-decal-easter-bunny-kid-design-sticker-adhesive-decoration-decals-cute-kitchen-vinyl-toilet-nursery-decor-mural	/products/rabbit-wall-decal	2
